Familia;Proveedor;Codigo;Descripcion;Costo nuevo SIN IVA;Costo viejo SIN IVA;Costo viejo con IVA;Precio;Coef viejo
TELAS;ALHAMBRA;AL09-190;TELA ART 1496 PANA CORDER 1.40;;14160;17133,6;33420;2,360169492
TELAS;ALHAMBRA;AL09-191;TELA  ART 4015 PANA TENDA  1.40;;6794;8220,74;16100;2,369738004
TELAS;ALHAMBRA;AL09-192;TELA ART 11286 PANA PANNE 1.45;;17780;21513,8;41960;2,359955006
TELAS;ALHAMBRA;AL09-193;TELA ART 12020 PANA DONN 1.50;;12408;15013,68;29260;2,358156028
TELAS;ALHAMBRA;AL09-194;TELA ART 12272 PANA TEQUILA 1.40;;13833;16737,93;32660;2,361020747
TELAS;ALHAMBRA;AL09-195;PANA ART 12745 MECHA 1.45;;15848;19176,08;37400;2,359919233
TELAS;ALHAMBRA;AL09-196;TELA ART 13029 PANA BELLA ACQUA CLEAN 1.45;;18210;22034,1;42960;2,359143328
TELAS;ALHAMBRA;AL09-197;TELA ART 13895 PANA ANGUS 1.40;;14522;17571,62;34260;2,359179176
TELAS;ALHAMBRA;AL09-198;TELA ART 13907 PANA COTTON 1.40;;11952;14461,92;28200;2,359437751
TELAS;ALHAMBRA;AL09-199;TELA ART 13915 PANA DIVA 1.40;;8637;10450,77;20420;2,364246845
TELAS;ALHAMBRA;AL09-200;SIMIL CUERO ART 430  MADRID  1.40;;17079;20665,59;40290;2,359037414
TELAS;ALHAMBRA;AL09-201;SIMIL CUERO ART 14067  TORINO PU 1.45;;10897;13185,37;25720;2,360282647
TELAS;ALHAMBRA;AL09-202;TELA ART 1708 DRY CANVAS EXTERIOR 1.50;;11565;13993,65;27290;2,35970601
TELAS;ALHAMBRA;AL09-203;TELA ART 1720 MARINA OUTDOOR 1.40;;21743;26309,03;51320;2,360299867
TELAS;ALHAMBRA;AL09-204;TELA ART 1735 DUNA OUTDOOR 1.40;;25857;31286,97;61100;2,362996481
TELAS;ALHAMBRA;AL09-205;TELA ART 13953 HABANA EXTERIOR 1.50;;25800;31218;60920;2,36124031
TELAS;ALHAMBRA;AL09-206;TELA ART 3520 Jaquards Evora  3.00;;14275;17272,75;33690;2,360070053
TELAS;ALHAMBRA;AL09-207;TELA ART 6361 Jaquard Lola Liso 1.40;;7484;9055,64;17660;2,359700695
TELAS;ALHAMBRA;AL09-208;TELA ART 6372 Jaquard Lola Fajas 1.40;;7484;9055,64;17660;2,359700695
TELAS;ALHAMBRA;AL09-209;Jaquards Art 8187 Rizo 8193 Capullo 8194 Linde 8206 Fronda  3.10;;13047;15786,87;30790;2,359929486
TELAS;ALHAMBRA;AL09-210;Jaquards Art 8240 AUZAT  3.00;;13530;16371,3;31960;2,362158167
TELAS;ALHAMBRA;AL09-211;Jaquard ART 8241 LOGRON 3.00;;13530;16371,3;31960;2,362158167
TELAS;ALHAMBRA;AL09-212;TELA ART 9488 PROVENCE JAQUARD 1.50;;9186;11115,06;21690;2,361201829
TELAS;ALHAMBRA;AL09-213;TELA ART 12485 JAQUARD MIXTURE 2.80;;0;0; $ -   ;#¡VALOR!
TELAS;ALHAMBRA;AL09-214;TELA ART 12485 JAQUARD MIXTURE 1.40;;0;0; $ -   ;#¡VALOR!
TELAS;ALHAMBRA;AL09-215;TELA ART 12494 JAQUARD POST 2.80;;0;0; $ -   ;#¡VALOR!
TELAS;ALHAMBRA;AL09-216;TELA ART 12498 JACARD HIPPIE CHIC 2.80;;0;0; $ -   ;#¡VALOR!
TELAS;ALHAMBRA;AL09-217;TELA ART 12498 JAQUARD HIPPIE CHIC 1.40;;0;0; $ -   ;#¡VALOR!
TELAS;ALHAMBRA;AL09-218;TELA ART 12503 JAQUARD ELSA 2.80;;0;0; $ -   ;#¡VALOR!
TELAS;ALHAMBRA;AL09-219;Jaquards Star Art 12595 Flor 12597 Chevron 12598 Raya  1.40;;10084;12201,64;23790;2,359182864
TELAS;ALHAMBRA;AL09-220;TELA ART 12860 JAQUARD ROSS RAYA 1.40;;0;0; $ -   ;#¡VALOR!
TELAS;ALHAMBRA;AL09-221;TELA ART 12861 JAQUARD ROSS LISO 1.40;;0;0; $ -   ;#¡VALOR!
TELAS;ALHAMBRA;AL09-222;TELA ART 13030 JAQUARD GALYA CHEVRON 1.40;;10402;12586,42;24560;2,361084407
TELAS;ALHAMBRA;AL09-223;TELA ART 13031 JAQUARD GALYA DAMASCO 1.40;;10402;12586,42;24560;2,361084407
TELAS;ALHAMBRA;AL09-224;TELA ART 13044  GALYA LISO E  1.40;;10402;12586,42;24560;2,361084407
TELAS;ALHAMBRA;AL09-225;TELA ART 13112  GALYA LISO  1.40;;10402;12586,42;24560;2,361084407
TELAS;ALHAMBRA;AL09-226;TELA ART 13123   PREGO   1.40;;7753;9381,13;18290;2,359086805
TELAS;ALHAMBRA;AL09-227;TELA ART 13356  KALI LISO  1.40;;7396;8949,16;17460;2,360735533
TELAS;ALHAMBRA;AL09-228;TELA ART 13486  KALI GEO Doble Faz 1.40;;11404;13798,84;26920;2,360575237
TELAS;ALHAMBRA;AL09-229;TELA ART 1212 LINO TABARCA  2.80;;16538;20010,98;39100;2,364252026
TELAS;ALHAMBRA;AL09-230;TELA ART 1521 MALEK LISO 1.40;;8113;9816,73;19160;2,361641809
TELAS;ALHAMBRA;AL09-231;TELA ART 1522 COLECCION MALEK 1.40;;6992;8460,32;16490;2,358409611
TELAS;ALHAMBRA;AL09-232;TELA ART 2855 SARGA UNNI 1.60;;18786;22731,06;44360;2,361332907
TELAS;ALHAMBRA;AL09-233;TELA ART 2990 CULLA ESTAMPADO 2.80;;47160;57063,6;111260;2,359202714
TELAS;ALHAMBRA;AL09-234;TELA ART 3160   JALISCO   2.80;;47334;57274,14;111690;2,359614653
TELAS;ALHAMBRA;AL09-235;TELA ART 3210 Estampado Digital TAHITI 2.80;;0;0; $ -   ;#¡VALOR!
TELAS;ALHAMBRA;AL09-236;TELA ART 3211 Estampado Digital MALDIVAS 2.80;;0;0; $ -   ;#¡VALOR!
TELAS;ALHAMBRA;AL09-237;TELA ART 3240 PREMIUM ESTAMPADO 2.80;;13283;16072,43;31360;2,360912444
TELAS;ALHAMBRA;AL09-238;TELA ART 3245 PREMIUM ESTAMPADO 1.40;;8146;9856,66;19220;2,359440216
TELAS;ALHAMBRA;AL09-239;TELA ART 13935  VITO SPAZIO 1.40;;16557;20033,97;39120;2,362746874
TELAS;ALHAMBRA;AL09-240;TELA ART 13948  STONEWASHED 1.40;;10706;12954,26;25290;2,362226789
TELAS;ALHAMBRA;AL09-241;TELA ART 3970 CHENIL COIMBRA LISO 2.80;;9324;11282,04;22100;2,37022737
TELAS;ALHAMBRA;AL09-242;TELA ART 3971 CHENIL COIMBRA CINTAS 2.80;;10814;13084,94;25560;2,363602737
ALFOMBRAS;ATLANTIS;AT10-03;ALFOMBRA RAPID II BOUCLE  ancho 4mt xM2;;10010;12112,1;23600;2,357642358
ALFOMBRAS;ATLANTIS;AT10-04;ALFOMBRA TRUCK BOUCLE ancho 4mt xM2;;10890;13176,9;25200;2,314049587
ALFOMBRAS;ATLANTIS;AT10-05;ALFOMBRA CLASSIC N/ANTRON ancho 4mt xM2;;20526;24836,46;47200;2,299522557
ALFOMBRAS;ATLANTIS;AT10-06;AFLOMBRA ELITE N/ANTRON ancho 4mt xM2;;24244;29335,24;55900;2,305725128
ALFOMBRAS;ATLANTIS;AT10-07;ALFOMBRA ELITE PLUS ancho 4mt xM2;;28110;34013,1;64700;2,301672003
ALFOMBRAS;ATLANTIS;AT10-08;ALFOMBRA STAR ANTRON ancho 4mt xM2;;38775;46917,75;89200;2,300451322
ALFOMBRAS;ATLANTIS;AT10-09;ALFOMBRA TWIST 9 ANTRON III ancho 3.66/4mt xM2;;19404;23478,84;44700;2,303648732
ALFOMBRAS;ATLANTIS;AT10-10;ALFOMBRA COLORES N/ANTRON ancho 4mt xM2;;24970;30213,7;57400;2,29875851
ALFOMBRAS;ATLANTIS;AT10-11;ALFOMBRA MISTRAL ANTRON ancho 4mt xM2;;27940;33807,4;64200;2,297780959
ALFOMBRAS;ATLANTIS;AT10-12;CESTED MULTISPORT EXTERIOR 25mm ancho4mt xM2;;10767;13028,07;24700;2,294046624
TELAS;BIABREN;BB10-001;SJ22 2842  URBANO JACQUARD 3.10;;16020;19384,2;36900;2,303370787
TELAS;BIABREN;BB10-002;AV22 1212 SAN CRISTOBAL Lino 3.00;;18782;22726,22;43200;2,300074539
TELAS;BIABREN;BB10-003;CV22 1146 MARBELLA Gasa Lino 2.70;;9464;11451,44;21900;2,314032122
TELAS;BIABREN;BB10-004;CV22 1360 MUSELINA DE HILO 3.00;;9930;12015,3;22900;2,306143001
TELAS;BIABREN;BB10-005;CV22 1376 LINO PESADO Voile Lino 3.00;;13840;16746,4;31900;2,304913295
TELAS;BIABREN;BB10-006;CV22 1451 GASA SUIZA Gasa Nacar 2.90;;9554;11560,34;21960;2,298513712
TELAS;BIABREN;BB10-007;CV22 1454 PUSHKAR Gasa Poliester 2.80;;11914;14415,94;27400;2,299815343
TELAS;BIABREN;BB10-008;CV22 5711 MANCORA Voile Lino 3.00;;10904;13193,84;25120;2,303741746
TELAS;BIABREN;BB10-009;CV22 6741 LINO LIVIANO Voile Lino 3.00;;11737;14201,77;26960;2,297009457
TELAS;BIABREN;BB10-010;DV22 0760 760 SHANGAI Voile Shantung 2.80;;13135;15893,35;30220;2,300723258
TELAS;BIABREN;BB10-011;DV22 1830 SEVILLA Lino 3.00;;17795;21531,95;41000;2,304017983
TELAS;BIABREN;BB10-012;DV22 3344 BOHOL Hilo Fantasia 3.00;;10084;12201,64;23200;2,300674336
TELAS;BIABREN;BB10-013;FV22 5960 LINO BUTONE Voile Lino 3.00;;9025;10920,25;20760;2,300277008
TELAS;BIABREN;BB10-014;FV22 6004 Tejin Liso FV22 6005 Tejin Rayado  2.80;;7315;8851,15;16900;2,310321258
TELAS;BIABREN;BB10-015;FV22 6035 TAYRONA Rayado Lino 2.80;;10567;12786,07;24290;2,298665657
TELAS;BIABREN;BB10-016;FV22 7819 MONTEVIDEO Lino 3.00;;14559;17616,39;33490;2,30029535
TELAS;BIABREN;BB10-017;FV22 7157 TURQUIA Lino Rustico 2.80;;9818;11879,78;22600;2,30189448
TELAS;BIABREN;BB10-018;FV22 7635 MANOLIA Voile Poliester 3.00;;9185;11113,85;21200;2,308111051
TELAS;BIABREN;BB10-019;JV22 4416 SORRENTO Lino 3.00;;12145;14695,45;27920;2,298888431
TELAS;BIABREN;BB10-020;MV22 H151 PORTO ALEGRA Voile Crash 3.00;;13274;16061,54;30600;2,3052584
TELAS;BIABREN;BB10-021;NA12 0234 MUSELINA Voile Rustico 3.00;;6429;7779,09;14790;2,300513299
TELAS;BIABREN;BB10-022;NB12 0260 BATISTA Voile Hilo 3.00;;5938;7184,98;13660;2,300437858
TELAS;BIABREN;BB10-023;NV22 0172 TURQUESA Voile Fantasia 3.00;;5673;6864,33;13100;2,309183853
TELAS;BIABREN;BB10-024;NV22 0242 FASINANTE Voile Facetado 3.00;;4675;5656,75;10760;2,301604278
TELAS;BIABREN;BB10-025;NV22 0245 IDEAL Voile Fantasia 3.00;;4991;6039,11;11490;2,302143859
TELAS;BIABREN;BB10-026;NV22 0299 TRIPLE DORADO Voile Liso 3.00;;5957;7207,97;13720;2,303172738
TELAS;BIABREN;BB10-027;NV22 0303 ONIX Voile Crepe 3.00;;6191;7491,11;14260;2,303343563
TELAS;BIABREN;BB10-028;NV22 0357 NEVADO Voile Fantasia 3.00;;4865;5886,65;11200;2,302158273
TELAS;BIABREN;BB10-029;NV22 0380 CREPPE Voile Fantasia 3.00;;5686;6880,06;13100;2,303904326
TELAS;BIABREN;BB10-030;NV22 0386 LISSETE Voile Fantasia 3.00;;4991;6039,11;11490;2,302143859
TELAS;BIABREN;BB10-031;NV22 0515 CRASH Voile Amasado 3.00;;5042;6100,82;11600;2,300674336
TELAS;BIABREN;BB10-032;NV22 0549 MANDIA Voile Texturado 3.00;;5622;6802,62;12960;2,305229456
TELAS;BIABREN;BB10-033;NV22 0575 TICINO Voile Texturado 3.00;;6949;8408,29;16000;2,302489567
TELAS;BIABREN;BB10-034;NV22 0577 VOILE TRIPLE PLATEADO 3.00;;5118;6192,78;11790;2,303634232
TELAS;BIABREN;BB10-035;NV22 0620 CREPILO Voile Fantasia 3.00;;6191;7491,11;14260;2,303343563
TELAS;BIABREN;BB10-036;NV22 0947 CANCUN Voile Muselina 3.00;;6796;8223,16;15700;2,31018246
TELAS;BIABREN;BB10-037;NV22 0948 SAINT MARTIN Voile Texturado 3.00;;6829;8263,09;15700;2,29901889
TELAS;BIABREN;BB10-038;NV22 1044 GRANVILLE Voile Baston 3.00;;4802;5810,42;11060;2,303206997
TELAS;BIABREN;BB10-039;NV22 1148 IBERIA Voile Muselina 3.00;;7138;8636,98;16420;2,300364248
TELAS;BIABREN;BB10-040;NV22 1209 CRETONA Voile Tramado 3.00;;8232;9960,72;18960;2,303206997
TELAS;BIABREN;BB10-041;NV22 1300 FLORENCIA Voile Rustico 3.00;;7898;9556,58;18200;2,304380856
TELAS;BIABREN;BB10-042;NV22 1710 VIGO Muselina Facetada 3.00;;7138;8636,98;16420;2,300364248
TELAS;BIABREN;BB10-043;MV22 3034 Valencia Liso MV22 3035 Rayado  2.80;;11554;13980,34;26560;2,298770988
TELAS;BIABREN;BB10-044;XV22 0865 AMAICHA Gasa Lino 2.90;;14375;17393,75;33100;2,302608696
TELAS;BIABREN;BB10-045;XV22 0866 IRUYA Gasa Hilo 2.90;;9584;11596,64;22100;2,305926544
TELAS;BIABREN;BB10-046;MV21 B928 RUEDAS Voile Hilo 3.00;;11998;14517,58;27600;2,300383397
TELAS;BIABREN;BB10-047;MV21 B1028 ESPIRAL Voile Hilo 3.00;;10504;12709,84;24190;2,302932216
TELAS;BIABREN;BB10-048;MV21 B1128 LIBELULA Voile Hilo 3.00;;9909;11989,89;22790;2,299929357
TELAS;BIABREN;BB10-049;MV21 B1228 JARDIN Voile Hilo Bordado 3.00;;9909;11989,89;22790;2,299929357
TELAS;BIABREN;BB10-050;MV21 B1528 ROSAS Voile Hilo 3.00;;12606;15253,26;29000;2,300491829
TELAS;BIABREN;BB10-051;MV21 B1728 LABERINTO Voile Hilo 3.00;;12604;15250,84;29000;2,300856871
TELAS;BIABREN;BB10-052;MV21 B1928 CARDON Voile Hilo Bordado 3.00;;9909;11989,89;22790;2,299929357
TELAS;BIABREN;BB10-053;MV21 B2328 INSOMNIO Voile Hilo 3.00;;12604;15250,84;29000;2,300856871
TELAS;BIABREN;BB10-054;MV21 P2128 PEDRERA Gasa Polivelo 3.00;;16929;20484,09;38920;2,299013527
TELAS;BIABREN;BB10-055;AK10 0557 BLACK OUT WASCH Lavable 1.40;;10045;12154,45;23100;2,299651568
TELAS;BIABREN;BB10-056;AK12 0556 BLACK OUT WASH Lavable 2.80;;21400;25894;49200;2,299065421
TELAS;BIABREN;BB10-058;IK12 740 BLACK OUT CHINO 2.80;;19444;23527,24;44700;2,298909689
TELAS;BIABREN;BB10-059;IK20 L740 BLACK OUT LINO 1.40;;12833;15527,93;29600;2,306553417
TELAS;BIABREN;BB10-060;IK22 L740 LINO BLACK OUT LINO  2.80;;26050;31520,5;59900;2,299424184
TELAS;BIABREN;BB10-061;XK10 5198 BLACK OUT TEJIDO Lavable 1.40;;10622;12852,62;24600;2,315948032
TELAS;BIABREN;BB10-062;XK22 8125 BLACK OUT COZUMEL Lavable 2.80;;24585;29747,85;57200;2,326621924
TELAS;BIABREN;BB10-063;SJ22 2887 2911 TULUM Tapicero 3.10;;13410;16226,1;31000;2,311707681
TELAS;BIABREN;BB10-064;MP32 0007 AL 0010 PANAMA Pesado 2.80;;26858;32498,18;61900;2,304713679
TELAS;BIABREN;BB10-065;NG12 1705 GROSS Liso 3.00;;7714;9333,94;17900;2,320456313
TELAS;BIABREN;BB10-066;CT12 1399 TUSSOR Algodon Acrilico 2.70;;11906;14406,26;27400;2,301360658
TELAS;BIABREN;BB10-067;VG12 0144 PINAMAR Gasa Cortinero ancho2.20;;7215;8730,15;16600;2,300762301
TELAS;BIABREN;BB10-068;VG12 0244 PINAMAR Gasa Algodon 2.80;;9188;11117,48;21160;2,303003918
TELAS;BIABREN;BB10-069;VT12 0154 VALERIA TUSOR Pesado 3.00;;12128;14674,88;27900;2,300461741
TELAS;BIABREN;BB10-070;MA30 22943.01 ACQUABLOCK NAUTIC 1.40;;21590;26123,9;49700;2,301991663
TELAS;BIABREN;BB10-071;MA30 22957.01 ACQUABLOCK RAYA AZULINO 1.40;;21590;26123,9;49700;2,301991663
TELAS;BIABREN;BB10-072;MA30 23012.01 ACQUABLOCK RATAN 1.40;;21590;26123,9;49700;2,301991663
TELAS;BIABREN;BB10-073;TP10 0700 PANA ANABELLA AntiMancha 1.40;;15307;18521,47;35200;2,29960149
TELAS;BIABREN;BB10-074;WP10 2110 PANA JAGUAR GAMUZADA 1.40;;13380;16189,8;31000;2,316890882
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-01;Baldosa Vinilica Autoadhes. Air Design Golvet 305x305 1.2mm caja4.18mt xM2;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-02;PISO VINILICO GOLVET CIRCLES 1.2mm ancho2mt. xM2;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-03;PISO VINILICO GOLVET METALLIC 1.2mm ancho2mt. xM2;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-04;PISO FLOTANTE NEWTEK CLASSIC AC4  8.3mm caja 2.383m2 xM2;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-05;PISO FLOTANTE NEWTEK 2.0 V-GROOVE AC4 8mm caja 2.755m2 xM2;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-06;PISO FLOTANTE NEWTEK 2.0 U-GROOVE  12.3mm caja 2.392m2 xM2;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-07;ZOCALO NEWTEK 6cm EURO FLOOR terminacion curva tira2.40mt xML;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-08;ZOCALO NEWTEK 7.8cm EURO FLOOR terminacion curva tira2.40mt xML;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-09;Piso LVT 2mm pvc va pegado caja 3.343m2 tablas vinilicas xM2;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-10;Piso LVT 3mm pvc va pegado caja 2,79,m2 tablas vinilicas xM2;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-11;Piso LVT 4mm Click caja 2.23m2 tablas vinilicas xM2;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-12;Piso LVT 4mm Clik caja 2.60m2 tablas vinilicas xM2;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-13;Piso LVT 5.5mm WPC Click caja 1,67m2 tablas vinilicas xM2;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-14;PISO SPC 4mm Comercial Click caja1,95m2 tablas vinilicas  xM2;;0;0; $ -   ;#¡VALOR!
PISOS VINILICOS Y DE GOMA;COVIALSA;CO10-15;PISO SPC 4mm Transito Intenso caja1.95m2 Click tablas vinilicas xm2;;0;0; $ -   ;#¡VALOR!
ZOCALOS DE MADERA;CASETO;CS10-01;CUARTOCAÑA CASETO 15x15 tira2.60 paquete25uni xML;;0;0; $ -   ;#¡VALOR!
ZOCALOS DE MADERA;CASETO;CS10-02;RINCONERO CASETO 20x20 tira2.60 paquete25uni xML;;0;0; $ -   ;#¡VALOR!
ZOCALOS DE MADERA;CASETO;CS10-03;MOLDURA GUARDASILLA CASETO 9cm tira2.60 paquete25uni xML;;0;0; $ -   ;#¡VALOR!
ZOCALOS DE MADERA;CASETO;CS10-04;ESQUINERO CASETO 20x20 tira2.60 paquete25uni xML;;0;0; $ -   ;#¡VALOR!
ZOCALOS DE MADERA;CASETO;CS10-05;ZOCALO MOLDURADO CASETO 7.6cm tira2.60 paquete10uni xML;;0;0; $ -   ;#¡VALOR!
ZOCALOS DE MADERA;CASETO;CS10-06;ZOCALO MOLDURADO CASETO 6.8cm tira2.60 paquete10uni xML;;0;0; $ -   ;#¡VALOR!
ZOCALOS DE MADERA;CASETO;CS10-07;ZOCALO MOLDURADO CASETO 9.2cm tira2.60 paquete9uni xML;;0;0; $ -   ;#¡VALOR!
ZOCALOS DE MADERA;CASETO;CS10-08;GUARDASILLA CASETO tira2.60 paquete10uni xML;;0;0; $ -   ;#¡VALOR!
ZOCALOS DE MADERA;CASETO;CS10-09;ZOCALO COMUN CASETO 5cm tira2.60 paquete12uni xML;;0;0; $ -   ;#¡VALOR!
ZOCALOS DE MADERA;CASETO;CS10-10;ZOCALO COMUN CASETO 6cm tira2.60 paquete12uni xML;;0;0; $ -   ;#¡VALOR!
ZOCALOS DE MADERA;CASETO;CS10-11;CONTRAZOCALO CASETO tira2.60 paquete25uni xML;;0;0; $ -   ;#¡VALOR!
TELAS;DINA GERADE;DG10-01;TELA CHAPELCO Ancho x 1,40 +Flecos;;0;0; $ -   ;#¡VALOR!
TELAS;DINA GERADE;DG10-02;TELA CHANTILLY Ancho x1.40;;0;0; $ -   ;#¡VALOR!
TELAS;DINA GERADE;DG10-03;TELA CUZCO Ancho x1,40 +Flecos;;0;0; $ -   ;#¡VALOR!
TELAS;DINA GERADE;DG10-04;TELA AZTECA Ancho x1,40 + Fecos;;0;0; $ -   ;#¡VALOR!
TELAS;DINA GERADE;DG10-05;TELA TRIGAL Ancho x1,40 +Flecos;;0;0; $ -   ;#¡VALOR!
TELAS;DINA GERADE;DG10-06;TELA SAFI III Ancho 1.40 + Fleco;;0;0; $ -   ;#¡VALOR!
TELAS;DINA GERADE;DG10-07;TELA ANASTASIA Ancho x1,40 +Flecos;;0;0; $ -   ;#¡VALOR!
TELAS;DINA GERADE;DG10-08;TELA WICHI Ancho x1,40 + Flecos;;0;0; $ -   ;#¡VALOR!
TELAS;DINA GERADE;DG10-09;TELA SIDU Ancho x1,40 +Flecos;;0;0; $ -   ;#¡VALOR!
TELAS;DINA GERADE;DG10-10;TELA PREGO Ancho x1,40;;0;0; $ -   ;#¡VALOR!
TELAS;DINA GERADE;DG10-11;TELA TRICOT Ancho x1,40 + Flecos;;0;0; $ -   ;#¡VALOR!
TELAS;DINA GERADE;DG10-12;TELA CHANTIL III  Ancho x1.40 + Flecos;;0;0; $ -   ;#¡VALOR!
REVESTIMIENTOS PARED;DECOR PAPELL;DP10-01;DECORGLAS  D-45  xML  Tassoglas;;1736;2100,56;4400;2,534562212
REVESTIMIENTOS PARED;DECOR PAPELL;DP10-02;TASSOGLAS  N-45  xML;;1899;2297,79;4400;2,317008952
REVESTIMIENTOS PARED;DECOR PAPELL;DP10-03;DECORGLAS  D-100 D-110 D-134 D-135  xML  Tassoglas;;3010;3642,1;6900;2,292358804
REVESTIMIENTOS PARED;DECOR PAPELL;DP10-04;DECORGLAS  D-85 D-116 D-125 D-165 D-180 D-430 D-480  xML Tassoglas;;3682;4455,22;8600;2,335687127
REVESTIMIENTOS PARED;DECOR PAPELL;DP10-05;DECORGLAS  D-109 D-113 D-115 D-118 D-510 D-300  Tassoglas;;4515;5463,15;10400;2,303433001
REVESTIMIENTOS PARED;DECOR PAPELL;DP10-06;TASSOGLAS  G-100  G-135  xML;;4631;5603,51;10700;2,310516087
REVESTIMIENTOS PARED;DECOR PAPELL;DP10-07;TASSOGLAS  G-125 G-140 G-165 G-180 G-510  xML;;5556;6722,76;12900;2,321814255
REVESTIMIENTOS PARED;DECOR PAPELL;DP10-08;TASSOGLAS G-109 112 113 114 115 116 118 119 480 490  xML;;5788;7003,48;13200;2,280580511
ADHESIVOS ;DECOR PAPELL;DP10-09;ADHESIVO DECORGLAS 2.5Kg Rinde12m2  Tassoglas;;8690;10514,9;19700;2,266973533
PISOS FLOTANTES;DECOR PAPELL;DP10-10;ADHESIVO DECORGLAS 4Kg Rinde20m2 Tassoglas;;15400;18634;35400;2,298701299
ADHESIVOS ;DECOR PAPELL;DP10-11;ADHESIVO DECORGLAS 5Kg Rinde25m2  Tassoglas;;16830;20364,3;38600;2,29352347
ADHESIVOS ;DECOR PAPELL;DP10-12;ADHESIVO DECORGLAS 10Kg Rinde50m2  Tassoglas;;31020;37534,2;71400;2,301740812
PISOS FLOTANTES;DECOR PAPELL;DP10-13;CUSHION FIX MAT PLUS 10mm ancho1,20 precio xML;;27784;33618,64;71200;2,562625972
PISOS FLOTANTES;DECOR PAPELL;DP10-14;CUSHION FIXMAT PLUS 12mm ancho1.20  precio xML;;34730;42023,3;79600;2,291966599
PISOS FLOTANTES;DECOR PAPELL;DP10-15;CUSHION FIXMAT PLUS 15mm ancho1.20  precio xML;;46955;56815,55;107900;2,297944841
PISOS FLOTANTES;DECOR PAPELL;DP10-16;TAPETE FIXMAT Z 5 Cushion 5mm zig zag  1.20 precio xML;;30564;36982,44;71200;2,329538019
PISOS FLOTANTES;DECOR PAPELL;DP10-17;TAPETE FIXMAT Z 8 Cushion 8mm zig zag  1.20 precio xML;;40288;48748,48;97600;2,422557585
PISOS FLOTANTES;DECOR PAPELL;DP10-18;PROTECTOR BAJO ESCRITORIO 0.90x1.20  pvc transparente;;42833;51827,93;109000;2,544766885
REVESTIMIENTOS PARED;DECOR PAPELL;DP10-19;PLACAS 3DWALL PVC placa50x50  Caja3m2  xCAJA;;61400;74294;134000;2,182410423
ADHESIVOS ;DECOR PAPELL;DP10-20;Adhesivo 3DWALL x2kg rinde 5-8m2 base acuosa;;20020;24224,2;43600;2,177822178
ADHESIVOS ;DECOR PAPELL;DP10-21;Adhesivo 3DWALL x4kg rinde 10-15m2 base acuosa;;35640;43124,4;77600;2,177328844
ADHESIVOS ;DECOR PAPELL;DP10-22;Adhesivo 3DWALL x10kg rinde 30-40m2 base acuosa;;82280;99558,8;181000;2,199805542
PISOS FLOTANTES;DECOR PAPELL;DP10-23;TAPIZMEL BUCLERONE Boucle ancho2.00  Xm2;;3822;4624,62;10200;2,668759812
TELAS;DECORSUR;DS10-001;TURQUESA 172 NIZA   3.00;;4651;5627,71;12960;2,786497527
TELAS;DECORSUR;DS10-002;VOILE DORADO 205 NIZA  3.00;;3167;3832,07;8860;2,797600253
TELAS;DECORSUR;DS10-003;MUSELINA 234 NIZA   3.00;;4926;5960,46;13720;2,785221275
TELAS;DECORSUR;DS10-004;FASCINANTE 242 NIZA  3.00;;3827;4630,67;10640;2,780245623
TELAS;DECORSUR;DS10-005;IDEAL 245 NIZA   3.00;;3766;4556,86;10490;2,785448752
TELAS;DECORSUR;DS10-006;BATISTA 260 NIZA HILO  3.00;;4689;5673,69;13660;2,913201109
TELAS;DECORSUR;DS10-007;ONIX 303 NIZA  3.00;;4970;6013,7;13840;2,784708249
TELAS;DECORSUR;DS10-008;VOILE NEVADO 357 NIZA  3.00;;3892;4709,32;10840;2,785200411
TELAS;DECORSUR;DS10-009;VOILE CREPPE 380 NIZA  3.00;;4596;5561,16;12790;2,782854656
TELAS;DECORSUR;DS10-010;LISETTE 386 NIZA  3.00;;4092;4951,32;11390;2,783479961
TELAS;DECORSUR;DS10-011;MANDIA 549 NIZA   3.00;;4599;5564,79;12790;2,781039356
